Title,Genre,User Rating,Number of Votes,Year,Runtime,Summary,genres_clean,era,rating_norm,popularity,feature_str,cluster,cluster_label
Resident Evil: Infinite Darkness,"Animation, Action, Horror",6.5,789.0,2021.0,26 min,Claire discovers a grim scene at the home of one of the last surviving members of the Mad Dogs Unit. Shen May warns Leon about an ominous conspiracy.,animation  action  horror,recent,0.5853658536585364,0.9207903540940604,animation  action  horror recent,8,Animation & Action
Resident Evil: Infinite Darkness,"Animation, Action, Horror",6.3,797.0,2021.0,29 min,"Secretary Wilson threatens Claire's life, demanding that she drop her investigation. Leon and Shen May rush to the vast subterranean bioweapons lab.",animation  action  horror,recent,0.5609756097560974,0.9241760698825406,animation  action  horror recent,8,Animation & Action
Pokémon,"Animation, Action, Adventure",7.0,81.0,1997.0,22 min,Ash enters a Poke Ringer contest with Staravia. Paul also enters the competition.,animation  action  adventure,nineties,0.646341463414634,0.15957823974000848,animation  action  adventure nineties,1,Animation & Adventure
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",5.5,103.0,2009.0,24 min,"As the SOS Brigade tries to enjoy the last two weeks of summer to their fullest, Kyon gets an unwavering sense of deja vu towards the activities. After Mikuru becomes unable to time travel, they, Itsuki, and Yuki figure out that Haruhi as unwittingly trapped the Earth in a time loop. The last two weeks of summer have been repeating for over 500 years and will continue to do so until Haruhi finds a satisfactory conclusion. According to Yuki, three cycles have passed since the previous episode. On August 30, Kyon tries to talk to Haruhi in an attempt to end the loop, but fails to decide what to say.",animation  drama  fantasy,two-thousands,0.4634146341463414,0.23944291401951903,animation  drama  fantasy two-thousands,0,Animation & Drama
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",5.8,109.0,2009.0,24 min,"As the SOS Brigade tries to enjoy the last two weeks of summer to their fullest, Kyon gets an unwavering sense of deja vu towards the activities. After Mikuru becomes unable to time travel, they, Itsuki, and Yuki figure out that Haruhi as unwittingly trapped the Earth in a time loop. The last two weeks of summer have been repeating for over 500 years and will continue to do so until Haruhi finds a satisfactory conclusion. According to Yuki, three cycles have passed since the previous episode. On August 30, Kyon tries to talk to Haruhi in an attempt to end the loop, but fails to decide what to say.",animation  drama  fantasy,two-thousands,0.4999999999999999,0.2582906266062651,animation  drama  fantasy two-thousands,0,Animation & Drama
Tokyo Magnitude 8.0,"Animation, Drama",7.8,50.0,2009.0,23 min,"The trio arrive at an evacuation center, and find a safe route toward home. An aftershock causes Tokyo Tower to collapse. The trio promise never to part until they reach home.",animation  drama,two-thousands,0.7439024390243901,0.0,animation  drama two-thousands,0,Animation & Drama
Fighting Spirit,"Animation, Action, Comedy",7.9,180.0,2000.0,23 min,"Ippo's goal is to catch 10 leaves, with only a week to do so. While balancing school and work, Ippo is also practicing his jabs.",animation  action  comedy,two-thousands,0.7560975609756097,0.42563889241613,animation  action  comedy two-thousands,4,Animation & Action
Fighting Spirit,"Animation, Action, Comedy",7.7,156.0,2000.0,23 min,"Ippo finally begins his training in the gym. First, Kamogawa himself, helps Ippo to focus on his jabs and the one-two technique. After getting the hang of it, Kamogawa instructs Ippo to practice shadow boxing.",animation  action  comedy,two-thousands,0.7317073170731706,0.37783829131778174,animation  action  comedy two-thousands,4,Animation & Action
Fighting Spirit,"Animation, Action, Comedy",8.4,181.0,2000.0,23 min,"At first, it seems that Ippo could not keep up with Miyata. Ippo keeps taking hit after hit and gets knocked down twice. After receiving some advice from Takamura, Ippo keeps getting back up to fight.",animation  action  comedy,two-thousands,0.8170731707317073,0.4274902990237753,animation  action  comedy two-thousands,4,Animation & Action
Pokémon,"Animation, Action, Adventure",7.0,77.0,1997.0,22 min,"Dawn encounters an Agron and become separated from Ash and Brock. When one of her Pokemon is injured fighting the Agron, she must use everything she's learned to heal her Pokemon",animation  action  adventure,nineties,0.646341463414634,0.14277326565819543,animation  action  adventure nineties,1,Animation & Adventure
Fighting Spirit,"Animation, Action, Comedy",8.2,273.0,2000.0,23 min,"Ippo gets invited to see a movie with his new classmates but can't go since he has to work at his mothers fishing store. On the way home he gets beaten up by some of his bullies before a boxer, Takamura Mamoru, steps in. Ippo faints and is brought to the Kamogawa boxing gym. When Ippo wakes up Takamura draws a picture of one of the bullies, places it on a punching bag and forces him to punch it. Doing that, Ippo feels something stir inside him and he later starts to watch videos and buys magazines about boxing. Eventually Ippo asks Takamura to train him in boxing. Takamura says he will accept if Ippo manage to succeed with a seemingly impossible task.",animation  action  comedy,two-thousands,0.7926829268292681,0.5649671442259929,animation  action  comedy two-thousands,4,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",6.7,348.0,2021.0,24 min,"To give Lü Bu the upper hand against Thor, Brünnhilde summons her sister Randgriz and asks her to transform into a sacred weapon the Shield Breaker.",animation  action  adventure,recent,0.6097560975609755,0.6462673914003834,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",6.3,375.0,2021.0,24 min,"In the first round of the Ragnarok battle, Han dynasty warlord Lü Bu puts up a good fight against Norse god Thor, surprising the gods in attendance.",animation  action  adventure,recent,0.5609756097560974,0.6713073721946781,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.1,339.0,2021.0,24 min,"Lü Bu's legs are crushed by the mighty Geirröd Thor's Hammer attack, but just when all hope seems lost, the warlord's trusty horse Red Hare rides in.",animation  action  adventure,recent,0.6585365853658535,0.6374881836576624,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",6.7,327.0,2021.0,24 min,Chosen for the next round is the father of humankind and the man bearing more hatred towards the gods than anyone else: Adam himself.,animation  action  adventure,recent,0.6097560975609755,0.6254139703874504,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.2,319.0,2021.0,24 min,"Zeus insists on going up against Adam, who joins forces with Valkyrie Reginleif to obtain a most peculiar weapon: a knuckleduster.",animation  action  adventure,recent,0.6707317073170731,0.6171165253784856,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.2,332.0,2021.0,24 min,"Zeus has transformed into his final most powerful form, but after the beating he's suffered, he may not last much longer in the fight.",animation  action  adventure,recent,0.6707317073170731,0.6304977201378265,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.1,325.0,2021.0,24 min,"Just when it looks like Adam will earn humankind the victory they long for, Zeus gathers his strength to ask Adam why he's really fighting.",animation  action  adventure,recent,0.6585365853658535,0.623358737991373,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",6.9,301.0,2021.0,24 min,"Humankind is desperate to win the next bout, but the god they're going up against is one of the mightiest of them all: Poseidon.",animation  action  adventure,recent,0.6341463414634145,0.5976624436962445,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.3,313.0,2021.0,24 min,"Kojiro Sasaki uses his mighty Tsubame Gaeshi move to finish off Poseidon, but the god of the sea won't be sunk so easily.",animation  action  adventure,recent,0.6829268292682925,0.6107561566415027,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.6,323.0,2021.0,24 min,"Through the power of Valkyrie Hrist, Kojiro's broken blade is transformed into dual swords, allowing him to tap into the depths of his inner strength.",animation  action  adventure,recent,0.7195121951219511,0.6212908579317361,animation  action  adventure recent,8,Animation & Action
Record of Ragnarok,"Animation, Action, Adventure",7.8,353.0,2021.0,24 min,"Despite Kojiro's Niten Ganryu duel blade method, Poseidon's powerful attacks continue to wear him down. But the battle isn't over yet.",animation  action  adventure,recent,0.7439024390243901,0.651047407268445,animation  action  adventure recent,8,Animation & Action
One Piece,"Animation, Action, Adventure",8.4,984.0,1999.0,,"Luffy looks at Boa Hancock's back and notes that he has seen what was on it before. Hancock tries, but fails to turn him to stone with her powers when he mistakes her Mero Mero no Mi abilities for Foxy's Noro Noro Beam.",animation  action  adventure,nineties,0.8170731707317073,0.9949213726107226,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.5,81.0,1997.0,22 min,Ash and company encounter a Snover who longs for companionship.,animation  action  adventure,nineties,0.5853658536585364,0.15957823974000848,animation  action  adventure nineties,1,Animation & Adventure
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",6.6,113.0,2009.0,24 min,"As the SOS Brigade tries to enjoy the last two weeks of summer to their fullest, Kyon gets an unwavering sense of deja vu towards the activities. After Mikuru becomes unable to time travel, they, Itsuki, and Yuki figure out that Haruhi has unwittingly trapped the Earth in a time loop. The last two weeks of summer have been repeating for over 500 years and will continue to do so until Haruhi finds a satisfactory conclusion. On August 30, Kyon tries to end the loop by inviting Haruhi and the rest of the Brigade to help him with his homework. Haruhi accepts, and after eight episodes spanning 15,532 cycles, time finally restores to normal on September 1.",animation  drama  fantasy,two-thousands,0.597560975609756,0.27029295423084254,animation  drama  fantasy two-thousands,0,Animation & Drama
Super Crooks,"Animation, Action, Adventure",6.9,112.0,2021.0,30 min,"As soon as he's released from prison, Johnny meets up with his old supervillain friends, who try to pull him into a very intriguing gem heist.",animation  action  adventure,recent,0.6341463414634145,0.2673323231913171,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.3,101.0,2021.0,30 min,"Things don't go as planned with the heist, and Johnny and the crew end up getting chased by cops and superheroes through the streets of San Francisco.",animation  action  adventure,recent,0.6829268292682925,0.2329178653237208,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.6,96.0,2021.0,30 min,"Johnny and his friends are confronted by Praetorian, a superhero who relishes using his seemingly endless abilities to punish them.",animation  action  adventure,recent,0.7195121951219511,0.2160284086646592,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.1,92.0,2021.0,30 min,"In Chicago, Carmine introduces Johnny and Kasey to the other supervillains. They've all been chosen for their specific powers and their nameless status.",animation  action  adventure,recent,0.6585365853658535,0.20187770943590522,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.4,96.0,2021.0,30 min,"Carmine and his crew steal a plane and fly off to rescue TK, who's on a heavily guarded aircraft protected by Gladiator.",animation  action  adventure,recent,0.6951219512195121,0.2160284086646592,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",6.9,95.0,2021.0,30 min,"While waiting for the final member of their crew to show up, Carmine shares his plan with everyone else and gives them one last chance to drop out.",animation  action  adventure,recent,0.6341463414634145,0.21254620704454436,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.6,93.0,2021.0,30 min,"The night before hitting the Union of Justice headquarters, Johnny and Kasey have an early celebration and vow to walk away from crime after this heist.",animation  action  adventure,recent,0.7195121951219511,0.2054716415472361,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.2,88.0,2021.0,30 min,"Johnny's old supervillain buddies take him out for a celebration and as usual, try to pull him into one last harebrained job.",animation  action  adventure,recent,0.6707317073170731,0.1871048052859702,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.6,90.0,2021.0,30 min,"While confronting their old friend Praetorian, Carmine and the crew realize they've made a major miscalculation and have to think on their feet.",animation  action  adventure,recent,0.7195121951219511,0.1945724337000543,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.5,84.0,2021.0,30 min,"Kasey and Roddy disguise themselves as professors for a meeting with Christopher Matts while Carmine, Johnny, TK and Josh case the casino.",animation  action  adventure,recent,0.7073170731707316,0.17165245301022047,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",7.2,84.0,2021.0,30 min,"To save Carmine, Johnny tries to get the crew back together for another heist he's planned using information he gathered while serving time in supermax.",animation  action  adventure,recent,0.6707317073170731,0.17165245301022047,animation  action  adventure recent,8,Animation & Action
Super Crooks,"Animation, Action, Adventure",8.4,109.0,2021.0,30 min,"Christopher Matts sends Praetorian to stop Johnny and his crew but this time, the supervillains have Gladiator on their side.",animation  action  adventure,recent,0.8170731707317073,0.2582906266062651,animation  action  adventure recent,8,Animation & Action
My Hero Academia,"Animation, Action, Adventure",7.6,830.0,2016.0,24 min,"Deku, Bakugo and Todoroki arrive at Endeavor's agency for their Hero Work Studies. Meanwhile, Hawks informs Endeavor about the Meta Liberation Army.",animation  action  adventure,twenty-tens,0.7195121951219511,0.9377923855291804,animation  action  adventure twenty-tens,5,Animation & Action
My Hero Academia,"Animation, Action, Adventure",6.8,810.0,2016.0,24 min,It's Christmas at U.A. and the Class 1-A students celebrate with a Christmas party.,animation  action  adventure,twenty-tens,0.621951219512195,0.9296061232058523,animation  action  adventure twenty-tens,5,Animation & Action
My Hero Academia,"Animation, Action, Adventure",7.5,805.0,2016.0,24 min,"As the villains continue to move behind the scenes, Endeavor helps his work-study students with the next steps in their training.",animation  action  adventure,twenty-tens,0.7073170731707316,0.9275280123820424,animation  action  adventure twenty-tens,5,Animation & Action
My Hero Academia,"Animation, Action, Adventure",5.4,858.0,2016.0,24 min,Ryukyu brings her work study students with her when Selkie asks her to team up with him.,animation  action  adventure,twenty-tens,0.4512195121951219,0.9489281081664674,animation  action  adventure twenty-tens,5,Animation & Action
My Hero Academia,"Animation, Action, Adventure",7.3,823.0,2016.0,24 min,Endeavour reflects on his past actions towards his family members before taking his work studies student trio to the Todoroki household for an awkward family dinner.,animation  action  adventure,twenty-tens,0.6829268292682925,0.9349498233884344,animation  action  adventure twenty-tens,5,Animation & Action
86,"Animation, Action, Drama",7.2,154.0,2021.0,24 min,Recap of the first eleven episodes.,animation  action  drama,recent,0.6707317073170731,0.3735301624461255,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",8.1,953.0,2021.0,24 min,"In the present, Naoto and Takemichi attend a funeral and meet with a familiar face.",animation  action  drama,recent,0.7804878048780486,0.9841758330567166,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",8.0,922.0,2021.0,24 min,"As Toman fractures, an important figure appears in the past.",animation  action  drama,recent,0.7682926829268292,0.9730752894040884,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",7.8,906.0,2021.0,24 min,"Just as Takemichi learns the inner workings of Toman, an important figure from Valhalla reveals himself.",animation  action  drama,recent,0.7439024390243901,0.9671992148773586,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",8.3,996.0,2021.0,24 min,"As both Toman and Valhalla prepare for battle, Takemichi and Chifuyu scramble to keep the conflict from reaching disastrous proportions.",animation  action  drama,recent,0.8048780487804877,0.9989903964886815,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",8.6,988.0,2021.0,24 min,"As Toman leaves the battle behind, their heads hung low, Chifuyu and Kazutora reflect on what they should do to move forward.",animation  action  drama,recent,0.8414634146341462,0.9962831959507734,animation  action  drama recent,8,Animation & Action
Tokyo Revengers,"Animation, Action, Drama",7.7,810.0,2021.0,24 min,"Mikey insists Takemichi attend the next Toman meeting. Meanwhile, Mikey and Emma are seen together, provoking a full investigation.",animation  action  drama,recent,0.7317073170731706,0.9296061232058523,animation  action  drama recent,8,Animation & Action
To Your Eternity,"Animation, Adventure, Drama",8.8,79.0,2021.0,,A recap of Fushi's journey and moments narrated by the Beholder.,animation  adventure  drama,recent,0.8658536585365854,0.15128079473104372,animation  adventure  drama recent,8,Animation & Action
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",7.2,95.0,2009.0,24 min,"Anticipating the upcoming Cultural Festival, Haruhi holds a meeting to help decide how the SOS Brigade can participate. During the meeting, she announces plans to screen a homemade movie. Haruhi will write, direct, and produce, while Yuki contributes money from the Literature Club. The next day, Haruhi also hires Mikuru and Itsuki as the leads, Yuki as a supporting actor, and Kyon as assistant director. Kyon will handle all the parts of production Haruhi will not want to do. By the end of the day, the Brigade has acquired a camera for filming and guns for fight scenes.",animation  drama  fantasy,two-thousands,0.6707317073170731,0.21254620704454436,animation  drama  fantasy two-thousands,0,Animation & Drama
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",7.3,90.0,2009.0,24 min,"Fearing unknown dangers will arise during the production of the movie, Kyon promises himself to protect Mikuru. After school, Haruhi announces the roles she has assigned her actors. Mikuru will play a battle waitress from the future, Itsuki will play a young esper, and Yuki will play an evil alien. Over the course of the next few days, the SOS Brigade films commercials, Mikuru running, and a battle scene. Whenever Kyon asks Haruhi about the story, she simply assures him she planned out everything in her head and can change things later if necessary.",animation  drama  fantasy,two-thousands,0.6829268292682925,0.1945724337000543,animation  drama  fantasy two-thousands,0,Animation & Drama
That Time I Got Reincarnated as a Slime,"Animation, Action, Adventure",7.8,268.0,2018.0,,Veldora is released from the seal by Rimuru. Rimuru and Veldora leaves the cave and returns to the town. They celebrate with a feast at night but has unexpected guests in the morning.,animation  action  adventure,twenty-tens,0.7439024390243901,0.5587785816672677,animation  action  adventure twenty-tens,5,Animation & Action
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",7.5,88.0,2009.0,23 min,"During lunch, Haruhi informs the rest of the SOS Brigade that Mikuru must suffer as much as possible for the movie's ending to feel truly satisfying. Since it is forbidden to film at the shrine, they instead decide to re-shoot the fight scene. Haruhi orders Mikuru to shoot a beam from her left eye, causing Mikuru to unintentionally slice the reflector board and burn Yuki's hand. The rest of the day is spent filming random scenes of Mikuru's everyday life while she wears a bunny suit. The next day, Haruhi hires Taniguchi, Kunikida, and Tsuruya to play Yuki's minions.",animation  drama  fantasy,two-thousands,0.7073170731707316,0.1871048052859702,animation  drama  fantasy two-thousands,0,Animation & Drama
Baki Hanma,"Animation, Action, Drama",6.2,114.0,2021.0,,"To train for his eventual battle against his father, Baki spars against an imaginary giant praying mantis he's created in his mind.",animation  action  drama,recent,0.548780487804878,0.2732277279005551,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",7.1,97.0,2021.0,,"In the middle of a heavily guarded parade, the President of the United States is kidnapped in plain sight by an unknown young man.",animation  action  drama,recent,0.6585365853658535,0.21947489476693882,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",7.0,99.0,2021.0,,"Baki comes across a man known as ""Mr. Second"", a powerful inmate who seems to enjoy special privileges within the prison.",animation  action  drama,recent,0.646341463414634,0.22626359937994073,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",6.9,94.0,2021.0,,"With just a few weeks left on his sentence, Iron Michael is attacked by triplet hit men hired to make sure the ex-boxing champ never fights again.",animation  action  drama,recent,0.6341463414634145,0.20902754191734188,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",7.3,93.0,2021.0,,"Just as the Mouth triplets are about to finish their attack on Iron Michael, Guevaru rolls in and instigates a fight.",animation  action  drama,recent,0.6829268292682925,0.2054716415472361,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",7.2,91.0,2021.0,,The match between Guevaru and Oliva begins and the rules are simple: They both hold onto the same piece of cloth and the first to let go loses.,animation  action  drama,recent,0.6707317073170731,0.1982449232516584,animation  action  drama recent,8,Animation & Action
Baki Hanma,"Animation, Action, Drama",7.3,94.0,2021.0,,"Guevaru refuses to believe that Biscuit Oliva, the most notorious inmate in the prison, is comfortably serving his sentence in the company of his lover.",animation  action  drama,recent,0.6829268292682925,0.20902754191734188,animation  action  drama recent,8,Animation & Action
Boruto: Naruto Next Generations,"Animation, Action, Adventure",7.8,674.0,2017.0,24 min,"Kawaki begins to worry that his presence is endangering everyone in the Leaf Village. Just as he makes the decision to leave, he notices Himawari acting strange.",animation  action  adventure,twenty-tens,0.7439024390243901,0.8679261155908534,animation  action  adventure twenty-tens,5,Animation & Action
Pokémon,"Animation, Action, Adventure",6.9,77.0,1997.0,22 min,"Piplup seems to be worn out lately. They notice Piplup starts to glow. Everyone is excited by the prospect of Piplup evolving, except for Piplup.",animation  action  adventure,nineties,0.6341463414634145,0.14277326565819543,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.5,110.0,1997.0,22 min,Ash begins his gym battle with Flannery.,animation  action  adventure,nineties,0.7073170731707316,0.26133163785170815,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.8,78.0,1997.0,22 min,Dawn enters the Sandlestraw contest.,animation  action  adventure,nineties,0.621951219512195,0.1470539534740008,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.8,104.0,1997.0,22 min,"Brock falls in love at first sight with a beautiful trainer he chances to meet in the course of travel. When he learns that she is desperately seeking a lost Spinda that she credits with bringing her many years of good fortune, he quickly volunteers himself and friends to help in the search--forgetting the fact that they had been rushing toward the next Hoenn gym. As her willful Spinda continues to flee farther and farther ahead, Team Rocket shows up to complicate the search even further as they seek this 'lucky' Spinda for themselves. Where might this Spinda lead Ash and friends, and might Brock finally find love at the end of this long mountain path?",animation  action  adventure,nineties,0.621951219512195,0.24265853137397633,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.3,104.0,1997.0,22 min,"May finally reaches the Fallarbor Pokémon contest, but her hopes are initially dampened when a mysterious, redheaded trainer bearing a strong resemblance to a certain member of Team Rocket steals the show with a nearly flawless performance. When Brock's hunch that this contestant's performance isn't all above board proves true, Jessie shows her true colors, opting to face Ash and friends in outright Pokémon battle. Team Rocket is quickly defeated, but for May the true challenge is just beginning, as she moves on to the next stage, hoping to somehow earn her first Pokémon Contest victory ribbon while facing a host of seasoned adversaries.",animation  action  adventure,nineties,0.6829268292682925,0.24265853137397633,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.9,109.0,1997.0,22 min,"Our young heroes face one last challenge--a high-altitude crossing--before reaching the next gym in Fallarbor. Greeted by a welcome committee promising a free tour of the area, Ash and friends first celebrate their good fortune. These guides, however, reveal first their ineptitude, then their ill will, and finally their true identity--as Team Rocket--but only as parallel plots by Teams Aqua and Magma trap Ash and party high above the valley below, making Jessie, James, and Meowth the least of their concerns.",animation  action  adventure,nineties,0.6341463414634145,0.2582906266062651,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.9,104.0,1997.0,22 min,"May's Skitty could hardly choose a less opportune time to misbehave, when it lets itself out and draws the ire of local Slugma and Numel just as Ash and friends pass through the infamous Fiery Path. Fortunately, a local shows up to guide them past the dangers of the Path, ably using her Sentret to direct a group of Numel that is under her care. While Ash and friends enjoy her hospitality and the placid life on her Numel ranch, however, Team Rocket lurks in the background with dreams of capturing and taking advantage of the Numel's ability to create nearly limitless heat, selling them into lives of servitude.",animation  action  adventure,nineties,0.6341463414634145,0.24265853137397633,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.5,110.0,1997.0,22 min,"A wrong turn lands Ash and friends in a dangerous valley inhabited by territorial Magnemite, Magneton, and Steelix. Hesitant to retrace their steps, however, our heroes forge bravely on toward the next gym. Fortunately, a wild Torkoal caught in the same predicament aids them as they battle their way out of the valley.",animation  action  adventure,nineties,0.7073170731707316,0.26133163785170815,animation  action  adventure nineties,1,Animation & Adventure
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",7.8,91.0,2009.0,23 min,"The SOS Brigade films Mikuru being assaulted at a private pond, then goes to Tsuruya's house to film Itsuki caring for Mikuru. When Haruhi drugs Mikuru into kissing Itsuki, Kyon engages in a fierce argument with Haruhi. Later, Itsuki informs Kyon that Haruhi is altering the world to suit her movie, as evidenced by Mikuru shooting beams and pigeons at the shrine turning white. Haruhi comes to school the next day in a depressed state. After talking with Itsuki and Taniguchi, Kyon reluctantly agrees to continue following Haruhi.",animation  drama  fantasy,two-thousands,0.7439024390243901,0.1982449232516584,animation  drama  fantasy two-thousands,0,Animation & Drama
Pokémon,"Animation, Action, Adventure",6.7,107.0,1997.0,22 min,"As they press forward toward the next gym, fate reunites Ash and friends with Thatcher, who since their last meeting has been inspired to employ his Plusle and Minun in enhancing Pokémon battles by enthusiastically cheering on the battlers involved. When he actually witnesses Thatcher and other pep squad members at work, however, Max keenly suspects that they are being misled to not simply cheer competitors on, but actually breach official rules by misusing the abilities of their various Pokémon from the sidelines.",animation  action  adventure,nineties,0.6097560975609755,0.2521247756456181,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.4,105.0,1997.0,22 min,"Ash and friends arrive in Lavaridge Town and meet Flannery, who just became the Gym Leader after her grandfather left to write poetry. Meanwhile, Team Rocket show up in disguise to help clean the battle field and steal her Torkoal.",animation  action  adventure,nineties,0.6951219512195121,0.24584366848448003,animation  action  adventure nineties,1,Animation & Adventure
The Melancholy of Haruhi Suzumiya,"Animation, Drama, Fantasy",7.8,93.0,2009.0,24 min,"As the SOS Brigade continues filming the movie, reality continues to lose order. Itsuki advises Kyon to make Haruhi aware that the movie is only fiction, or else she might bring disaster upon the world. To restore Haruhi's sense of reality, Kyon helps her come up with an ending for the movie, then has her record a disclaimer that the movie is a work of fiction. Although neither of them stay awake long enough to finish editing and visual effects, the movie is mysteriously completed just in time for the Cultural Festival. During the end credits of the episode, Kyon informs Haruhi that the other Brigade members are an alien, a time traveler, and an esper, but Haruhi responds by commanding Kyon not to trick her.",animation  drama  fantasy,two-thousands,0.7439024390243901,0.2054716415472361,animation  drama  fantasy two-thousands,0,Animation & Drama
Pokémon,"Animation, Action, Adventure",7.2,90.0,1997.0,22 min,"When our heroes discover an enormous Poké Ball on an island, Team Rocket's meddling unleashes an ancient destructive force!",animation  action  adventure,nineties,0.6707317073170731,0.1945724337000543,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",7.0,88.0,1997.0,22 min,"When May discovers that two of her Poké Balls are missing, she naturally assumes it's Team Rocket! But the culprit could be someone else entirely...",animation  action  adventure,nineties,0.646341463414634,0.1871048052859702,animation  action  adventure nineties,1,Animation & Adventure
Pokémon,"Animation, Action, Adventure",6.5,82.0,1997.0,22 min,"Ash and Dawn enter a Pokemon Ping Pong Contest. After the contest, a trainer approaches Dawn and asks if he can train Ambipom for Ping Pong Contests.",animation  action  adventure,nineties,0.5853658536585364,0.16365137384369516,animation  action  adventure nineties,1,Animation & Adventure
Boruto: Naruto Next Generations,"Animation, Action, Adventure",7.6,567.0,2017.0,24 min,Konohamaru and Sai are given a mission to infiltrate Boro's cult in order to obtain information on Kara and its whereabouts.,animation  action  adventure,twenty-tens,0.7195121951219511,0.8099303654667167,animation  action  adventure twenty-tens,5,Animation & Action
Tokyo Magnitude 8.0,"Animation, Drama",8.8,56.0,2009.0,23 min,Mirai accepts Yuuki's death. Mirai reunites with her family.,animation  drama,two-thousands,0.8658536585365854,0.03737508890712157,animation  drama two-thousands,0,Animation & Drama
One Piece,"Animation, Action, Adventure",7.5,429.0,1999.0,,"Robin and Usopp story, where they landed and what did they do.",animation  action  adventure,nineties,0.7073170731707316,0.7164012021064378,animation  action  adventure nineties,1,Animation & Adventure
